id,name,description,address,suburb,locationType,type,lat,long,specialOffer,image,currentCapacity,ppe,artist,material,installDate
994,Avis Australia,www.avis.com.au/seniors,Matilda Service Station - 116 Gympie Rd,STRATHPINE,business,Car Hire,-27.3144,152.992,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
995,Avis Australia,www.avis.com.au/seniors,Matilda Service Station - 116 Gympie Rd,SURFERS PARADISE,business,Car Rental Services,-27.3144,152.992,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
996,Avis Australia,www.avis.com.au/seniors,Cnr Ferny/Cypress Aves,SURFERS PARADISE,business,Car Hire,-27.9964,153.4272,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
997,Avis Australia,www.avis.com.au/seniors,Cnr Ferny/Cypress Aves,TOOWOOMBA,business,Car Rental Services,-27.9964,153.4272,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
998,Avis Australia,www.avis.com.au/seniors,260 Ruthven St,TOOWOOMBA,business,Car Hire,-27.5844,151.9487,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
999,Avis Australia,www.avis.com.au/seniors,260 Ruthven St,TOOWOOMBA,business,Car Rental Services,-27.5844,151.9487,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
1000,Avis Australia,www.avis.com.au/seniors,Toowoomba Airport Terminal (meets flights only),TOOWOOMBA,business,Car Hire,-27.5663,151.9762,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
1001,Avis Australia,www.avis.com.au/seniors,Toowoomba Airport Terminal (meets flights only),TOWNSVILLE,business,Car Rental Services,-27.5663,151.9762,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
1002,Avis Australia,www.avis.com.au/seniors,81-83 Flinders St,TOWNSVILLE,business,Car Hire,-19.2689,146.8067,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
1003,Avis Australia,www.avis.com.au/seniors,81-83 Flinders St,TOWNSVILLE,business,Car Rental Services,-19.2689,146.8067,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
1004,Avis Australia,www.avis.com.au/seniors,Townsville Airport Terminal,TOWNSVILLE,business,Car Hire,-19.2664,146.79,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
1005,Avis Australia,www.avis.com.au/seniors,Townsville Airport Terminal,WELLCAMP AIRPORT,business,Car Rental Services,-19.2664,146.79,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
1006,Avis Australia,www.avis.com.au/seniors,1511 Toowoomba Cecil Plains Rd,WELLCAMP AIRPORT,business,Car Hire,-27.5527,151.7827,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
1007,Avis Australia,www.avis.com.au/seniors,1511 Toowoomba Cecil Plains Rd,BRISBANE - ALL AREAS,business,Car Rental Services,-27.5527,151.7827,Discounted rate together with 5th day free* of the base rate. Quote AWD P374903 for your discount plus coupon TPPA026 for your free day. *T&Cs apply.,,,,,,
1008,Awning Designs and Patios,www.adnp.com.au,Mobile Service. Call 0429 123 460 or,GOLD COAST - ALL AREAS,business,Blinds and Awnings,-27.466,153.0239,10% discount for cardholders.,,,,,,
1009,Awning Designs and Patios,www.adnp.com.au,Mobile Service. Call 0429 123 460 or,LOGAN RESERVE,business,Blinds and Awnings,-28.0109,153.3989,10% discount for cardholders.,,,,,,
1010,Aztec Design Pty Ltd,www.aztecdesign.com.au,50 Loganview Rd,LOGAN RESERVE,business,Blinds and Awnings,-27.7364,153.1018,10% discount.,,,,,,
1011,Aztec Design Pty Ltd,www.aztecdesign.com.au,50 Loganview Rd,UNDERWOOD,business,Sails and Shades,-27.7364,153.1018,10% discount.,,,,,,
1012,Aztech Services Australia Pty Ltd,https://www.aztechservices.com.au/,24 Parramatta Rd,BRISBANE - ALL AREAS,business,Demolitions and Asbestos Removal,-27.6141,153.1169,10% Discount. Limited to residential work only. Restrictions may apply to some types of removal.,,,,,,
1013,Azz Industries Electrical Contracting (Elect Lic 67688),www.azzindustries.com,Mobile Service,MACKAY,business,Electricians,-27.5659,153.2016,10% discount on all services.,,,,,,
1014,B & B Hazell Sheetmetal Works Pty Ltd,,9 Chain St,BUNDABERG CENTRAL,business,"Metal Sales, Fabrication and Services",-21.1437,149.1976,10% discount on all work and materials.,,,,,,
1015,B & G Automotive Electrical Service,,12 McLean St,BUNDABERG CENTRAL,business,Electrical,-24.8687,152.3461,5% discount on selected services. Conditions apply.,,,,,,
1016,B & G Automotive Electrical Service,,12 McLean St,IPSWICH,business,Repairs and Servicing,-24.8687,152.3461,5% discount on selected services. Conditions apply.,,,,,,
1017,B & R Cribbens Sewing Machine Sales & Repairs,,271 Brisbane St,,business,Sewing Machines,-27.615,152.7526,$30 off new machines and $10 off services.,,,,,,
1018,B.J. Plumbing (QBCC Act Lic 22217),,Mobile Business - Coolangatta,TWEED HEADS STH,business,Plumbers and Gasfitters,-28.1518,153.5022,10% discount on all services.,,,,,,
1019,Baby Barn Discounts,www.babybarndiscounts.com.au,14 Industry Dr,,business,Children and Babies,-28.2003,153.5398,5% off all goods. Free fitting of our car seats.,,,,,,
1020,Back Country Bliss,https://www.backcountrybliss.com.au,,HABANA,business,Holidays and Tours,,,"10% discount off any of our tours - Daintree Adventure Day, River Drift Snorkelling and Bushwalking Tours.",,,,,,
1021,Backyard Bores and Drilling,http://www.backyardbores.com,536 Yakapari-Habana Rd,NEWTOWN,business,"Water Equipment, Pumping and Irrigation",-21.032,149.0413,15% discount on original price of water bore installation. 10% discount on original price to supply and install pump. Not valid with any other offer.,,,,,,
1022,Bundamba Auto Electrics,www.bundambaautoelectrics.com.au,1 Wilson St,SOUTHPORT,business,Electrical,-27.5842,151.9873,5% discount on parts and labour. Excludes specials.,,,,,,
1023,Strandbags,www.strandbags.com.au,Bagstop - Southport Park Shp Cnt,SOUTHPORT,business,Fashion Accessories,-27.9857,153.4099,10% off original marked price of any item.,,,,,,
1024,Strandbags,www.strandbags.com.au,Bagstop - Southport Park Shp Cnt,BUNDAMBA,business,Travel Goods,-27.9857,153.4099,10% off original marked price of any item.,,,,,,
1025,Bailey's Brake & Clutch Ipswich,www.baileys.net.au,16 Mining St,BUNDAMBA,business,"Brakes, Exhausts, Steering and Suspension",-27.6089,152.8053,15% discount on all normally stocked parts.,,,,,,
1026,Bailey's Brake & Clutch Ipswich,www.baileys.net.au,16 Mining St,BUDDINA,business,Repairs and Servicing,-27.6089,152.8053,15% discount on all normally stocked parts.,,,,,,
1027,Baked Desserts,http://www.bakeddesserts.com.au,Kawana Shopping World - 119 Point Cartwright Dr,,business,Cafes,-26.7028,153.1308,"10% discount on all full price items. Excludes multi buy offers, promotions and any other discount. Please speak to staff if you have any queries.",,,,,,
1028,Baker Legal & Conveyancing Services,http://www.bakerlegalservices.com.au,,CURRIMUNDI,business,Legal Services,,,10% discount on wills & enduring powers of attorney,,,,,,
1029,Bakers Delight Currimundi,www.bakersdelight.com.au,Currimundi Markets - Nicklin Way,RUNAWAY BAY,business,Bakeries,-26.7669,153.1219,10% discount on presentation of card.,,,,,,
1030,Bakers Delight Runaway Bay,www.bakersdelight.com.au,Runaway Bay Shp Vlg,EARLVILLE,business,Bakeries,-27.9109,153.4037,10% discount on purchases over $5. Excludes specials/discounted items.,,,,,,
1031,Balaclava Hotel - Cairns,www.balaclavahotel.com.au,423 Mulgrave Rd,CAIRNS,business,"Clubs, Hotels and Taverns",-16.9405,145.744,10% off bistro menu. Excludes seniors menu & other offers.,,,,,,
1032,Balaclava Veterinary Surgery,www.balaclavavet.com.au,378 Mulgrave Rd,BALGAL BEACH,business,Veterinarians,-16.9375,145.7471,5% discount on veterinary services.,,,,,,
1033,Balgal Beach Holiday Units,www.balgalbeachholidayunits.com,284-286 Ocean Pde,THORNLANDS,business,Accommodation,-19.0402,146.4232,5% discount for two nights or 10% discount for one week. Excludes peak periods.,,,,,,
1034,Balloon Blossoms & Baskets,http://balloonblossomsandbaskets.com.au,15 Kerder St,BRISBANE,business,Florists,-27.5511,153.2704,15% discount on presentation of Seniors card.,,,,,,
1035,Hot Air Balloon,www.hotair.com.au,275 George St,PORT DOUGLAS,business,Tourist Attractions,-27.4695,153.0228,$20 per person discount.,,,,,,
1036,Hot Air Balloon,www.hotair.com.au,Shop 5 51 Macrossan St,SURFERS PARDISE,business,Tourist Attractions,-16.4844,145.4652,$20 per person discount.,,,,,,
1037,Hot Air Balloon,www.hotair.com.au,Shop 1 23 Ferny Ave,WWW.HOTAIR.COM.AU,business,Tourist Attractions,-27.9996,153.4279,$20 per person discount.,,,,,,
1038,Hot Air Balloon,www.hotair.com.au,,WWW.HOTAIR.COM.AU,business,Tourist Attractions,-27.466,153.0239,$20 per person discount.,,,,,,
1039,Hot Air Balloon,www.hotair.com.au,,WWW.HOTAIR.COM.AU,business,Tourist Attractions,-28.0109,153.3989,$20 per person discount.,,,,,,
1040,Hot Air Balloon,www.hotair.com.au,,WWW.HOTAIR.COM.AU,business,Tourist Attractions,-27.6193,152.7559,$20 per person discount.,,,,,,
1041,Hot Air Balloon,www.hotair.com.au,,CAIRNS,business,Tourist Attractions,-17.0414,145.6601,$20 per person discount.,,,,,,
1042,Hot Air Balloon,www.hotair.com.au,1 Spence St,BRISBANE CITY,business,Tourist Attractions,-16.9257,145.7742,$20 per person discount.,,,,,,
1043,Balloons Over Brisbane,www.balloonsoverbrisbane.com.au,Shop 6 First Floor 144 Adelaide St,,business,Tourist Attractions,-27.4697,153.0234,$20 per person discount.,,,,,,
1044,BAM Pest Solutions,http://www.bampestsolutions.com.au,Mobile Business,CLEVELAND,business,Pest and Termite Control and Inspections,-27.6623,152.899,"BAM Pest Solutions are here to help, we'll send those pesky critters packing! We offer 10% off our low rates on General Pest Control. House from $165.",,,,,,
1045,Banjo's Bakery Cafe,www.banjos.com.au,Harbourside Shp Cnt - Middle St,MAROOCHYDORE,business,Bakeries,-27.5258,153.2661,Various senior discounts available - see in store for details.,,,,,,
1046,Banjo's Bakery Cafe,www.banjos.com.au,Woolworths Complex - 50 Plaza Pde,REDCLIFFE,business,Bakeries,-26.6567,153.0858,Various senior discounts available - see in store for details.,,,,,,
1047,Banjo's Bakery Cafe,www.banjos.com.au,161 Redcliffe Pde,ALEXANDRA HEADLAND,business,Bakeries,-27.2264,153.1146,Various senior discounts available - see in store for details.,,,,,,
1048,Barbara Wood Psychologist,,6 Dilli Ct,ALEXANDRA HEADLAND,business,Hypnotherapists,-26.6735,153.1063,$10 discount on current hourly rate.,,,,,,
1049,Barbara Wood Psychologist,,6 Dilli Ct,BROWNS PLAINS,business,Psychologists and Counselling,-26.6735,153.1063,$10 discount on current hourly rate.,,,,,,
1050,Barbeques and More,www.barbequesandmore.com.au,10 Webber Dr,BROWNS PLAINS,business,Air Conditioning and Heating,-27.6639,153.0472,5% discount for cardholders. Excludes sale items.,,,,,,
1051,Barbeques and More,www.barbequesandmore.com.au,10 Webber Dr,SHERWOOD,business,Barbeques,-27.6639,153.0472,5% discount for cardholders. Excludes sale items.,,,,,,
1052,Barber Men's & Ladies Hairstylist,,Shop 2 660 Sherwood Rd,SMITHFIELD,business,Hairdressers and Barbers,-27.5325,152.9817,10% off from regular price for senior cardholders.,,,,,,
1053,Barbers Pest Control (QBCC Act Lic 1020112),,Mobile Service,BARCALDINE,business,Pest and Termite Control and Inspections,-34.6849,138.6862,20% discount on general pest treatment and 10% discount on termite inspections.,,,,,,
1054,Barcaldine Country Motor Inn,http://barcaldinecountrymotorinn.com.au/,1 Box St,CARINDALE,business,Accommodation,-23.5527,145.2843,10% discount.,,,,,,
1055,Barcella Restaurant,http://barcella.com.au/,Westfield Carindale - Shop 1202 1151 Creek Rd,VICTORIA POINT,business,Restaurants and Dining Out,-27.5032,153.1017,10% discount on all non-alcoholic drinks for Senior cardholders. Monday to Friday.,,,,,,
1056,Barcella Restaurant,http://barcella.com.au/,Shop D02 3-22 Bunker Rd,BARGARA,business,Restaurants and Dining Out,-27.5985,153.2667,10% discount on all non-alcoholic drinks for Senior cardholders. Monday to Friday.,,,,,,
1057,Bargara Shoreline Apartments,www.shorelineapartments.com.au,104 Miller St,BRISBANE - NORTHERN SUBURBS,business,Accommodation,-24.8185,152.4665,15% off stay of three days or more. Excludes peak periods.,,,,,,
1058,Barone Constructions (QBCC Act Lic 54360),,Mobile Service,BRISBANE - NORTHERN SUBURBS,business,"Bathrooms, Kitchens and Laundries",-27.4071,153.03,10% discount on labour only.,,,,,,
1059,Barone Constructions (QBCC Act Lic 54360),,Mobile Service,BRISBANE - NORTHERN SUBURBS,business,Handyman and Property Maintenance,-27.4071,153.03,10% discount on labour only.,,,,,,
1060,Barone Constructions (QBCC Act Lic 54360),,Mobile Service,BRISBANE - NORTHERN SUBURBS,business,Home Renovations,-27.4071,153.03,10% discount on labour only.,,,,,,
1061,Barone Constructions (QBCC Act Lic 54360),,Mobile Service,MAROOCHYDORE,business,Tile Products and Services,-27.4071,153.03,10% discount on labour only.,,,,,,
1062,Travel Associates,www.travel-associates.com.au,Shop 2.01B 2 Emporio Pl,MAROOCHYDORE,business,Cruises and Boat Charters,-26.6573,153.0822,"2% OFF when you book 2 cabins, 3% OFF when you book 3 cabins, 4% OFF when you book 4 cabins, 5% OFF when you book 5 cabins. Conditions apply.",,,,,,
1063,Travel Associates,www.travel-associates.com.au,Shop 2.01B 2 Emporio Pl,INNISFAIL,business,Travel Agencies,-26.6573,153.0822,"2% OFF when you book 2 cabins, 3% OFF when you book 3 cabins, 4% OFF when you book 4 cabins, 5% OFF when you book 5 cabins. Conditions apply.",,,,,,
1064,Golden Chain Motels,www.goldenchain.com.au,Barrier Reef Motel - 2 River Ave,BUNDABERG,business,Accommodation,-17.5333,146.0293,10% off tariffs listed in our Australian travel guide.,,,,,,
1065,Barritts Carpet One and Tiles One,www.barritts.carpetone.com.au,2 Bourbong St,BUNDABERG,business,Carpets and Floor Coverings,-24.8644,152.3561,"10% off materials. Excludes underlay, laying and sale items.",,,,,,
1066,Barritts Carpet One and Tiles One,www.barritts.carpetone.com.au,2 Bourbong St,MERMAID WATERS,business,Tile Products and Services,-24.8644,152.3561,"10% off materials. Excludes underlay, laying and sale items.",,,,,,
1067,Barry Harm Builder (QBCC Act Lic 8699),,3 Tween Ct,WOOLOOWIN,business,Builders and Carpenters,-28.0497,153.4125,20% off all services. Excludes specials.,,,,,,
1068,Barrys Filters,,83 Park Rd,ROCKHAMPTON CITY,business,Gourmet and Specialty Items,-27.4126,153.0426,5% off selected filtration systems and parts. Ask in store for more details.,,,,,,
1069,Bartlett's Tavern,www.bartlettstavern.com.au,166 Kent St,TULLY,business,Restaurants and Dining Out,-23.3816,150.509,10% discount on all lunch time meals ordered excluding drinks. 7 days a week. Lunch times only.,,,,,,
1070,Bartrac Toyota,www.bartractoyota.com.au,89 Butler St,,business,Repairs and Servicing,-17.9344,145.9263,"10% off service, parts and accessories. Excludes specials.",,,,,,
1071,Base Electrical Group,http://www.baseelectricalgroup.com.au,Mobile Business - Sunshine Coast,WYNNUM,business,Electricians,-26.4056,153.0958,5% Discount upon presentation of Senior/Carer Business Discount Card.,,,,,,
1072,Basic Furniture and Bedding,www.basicsfurnitureandbedding.com.au,109-111 Edith St,AVOCA,business,Furniture and Outdoor Furniture,-27.4464,153.1715,5% off floor stock ticket prices.,,,,,,
1073,Batteries All Hours Qld,http://www.batteries-bundaberg.websyte.com.au/,183 Avoca Rd,AVOCA,business,Batteries,-24.874,152.3046,10% off value of goods.,,,,,,
1074,Batteries All Hours Qld,http://www.batteries-bundaberg.websyte.com.au/,183 Avoca Rd,BUNDABERG,business,Boating,-24.874,152.3046,10% off value of goods.,,,,,,
1075,Batteries and Lubricants Bundaberg,,183 Avoca Rd,BUNDABERG,business,Car Cleaning and Detailing,-24.874,152.3046,"10% off quality oil, filters and cleaning products.",,,,,,
1076,Batteries and Lubricants Bundaberg,,183 Avoca Rd,,business,Parts and Accessories,-24.874,152.3046,"10% off quality oil, filters and cleaning products.",,,,,,
1077,Batteries Sunshine Coast,https://www.batteriessunshinecoast.com.au,Mobile Business,SLACKS CREEK,business,Batteries,-26.6573,152.978,15% discount on RRP - conditions apply. Sunshine Coast battery supplies and installations. We also offer roadside assistance within 30 minutes.,,,,,,
1078,Battery Traders Superstore,www.batterytraders.com.au,82 Moss St,SLACKS CREEK,business,Batteries,-27.6206,153.1251,10% discount on most types of batteries.,,,,,,
1079,Battery Traders Superstore,www.batterytraders.com.au,82 Moss St,WARANA,business,Electrical,-27.6206,153.1251,10% discount on auto electrical repairs. Labour only.,,,,,,
1080,Battery Wise Sunshine Coast,www.batterywise.com.au,5 Main Dr,WARANA,business,Batteries,-26.7304,153.1276,10% discount on recommended retail price for all batteries.,,,,,,
1081,Battery Wise Sunshine Coast,www.batterywise.com.au,5 Main Dr,WEST IPSWICH,business,Batteries,-26.7304,153.1276,10% discount on RRP of all batteries.,,,,,,
1082,Battery World Ipswich,www.batteryworld.com.au,U 2 260 Brisbane St,WEST IPSWICH,business,Batteries,-27.6195,152.7499,10% off. Excludes sale items and National Luna products.,,,,,,
1083,Battery World Ipswich,www.batteryworld.com.au,U 2 260 Brisbane St,STH TOOWOOMBA,business,Batteries,-27.6195,152.7499,10% off. Excludes sale items.,,,,,,
1084,Battery World Toowoomba,www.batteryworld.com.au,162A James St,BROWNS PLAINS,business,Batteries,-27.5679,151.9423,10% discount.,,,,,,
1085,Bay Audio - Hearing Experts,www.bayaudio.com.au,Grand Plaza Shp Cnt,BUNDABERG,business,Hearing Products and Services,-27.6629,153.0404,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1086,Bay Audio - Hearing Experts,www.bayaudio.com.au,32 Crofton St,BURLEIGH HEADS,business,Hearing Products and Services,-24.8702,152.3488,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1087,Bay Audio - Hearing Experts,www.bayaudio.com.au,Burleigh Heads Shp Cnt,CANNON HILL,business,Hearing Products and Services,-28.0882,153.4458,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1088,Bay Audio - Hearing Experts,www.bayaudio.com.au,U 1 1155 Wynnum Rd,CARINDALE,business,Hearing Products and Services,-27.4706,153.1007,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1089,Bay Audio - Hearing Experts,www.bayaudio.com.au,Westfield Shp Cnt,CHERMSIDE,business,Hearing Products and Services,-27.5032,153.1017,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1090,Bay Audio - Hearing Experts,www.bayaudio.com.au,Westfield Shp Cnt,CLEVELAND,business,Hearing Products and Services,-27.3915,153.0314,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1091,Bay Audio - Hearing Experts,www.bayaudio.com.au,Stockland Cleveland Shp Cnt,HERVEY BAY,business,Hearing Products and Services,-41.8059,147.3808,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1092,Bay Audio - Hearing Experts,www.bayaudio.com.au,Stockland Hervey Bay Shp Cnt,INDOOROOPILLY,business,Hearing Products and Services,-25.29,152.84,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1093,Bay Audio - Hearing Experts,www.bayaudio.com.au,Indooroopilly Shp Cnt,KIPPA-RING,business,Hearing Products and Services,-27.4997,152.9729,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1094,Bay Audio - Hearing Experts,www.bayaudio.com.au,Kippa-Ring Shp Cnt,LOGANHOLME,business,Hearing Products and Services,-27.2254,153.0862,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1095,Bay Audio - Hearing Experts,www.bayaudio.com.au,Hyperdome Shp Cnt,MT OMMANEY,business,Hearing Products and Services,-27.6654,153.1744,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1096,Bay Audio - Hearing Experts,www.bayaudio.com.au,Mt Ommaney Cnt,NOOSAVILLE,business,Hearing Products and Services,-27.5403,152.9274,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1097,Bay Audio - Hearing Experts,www.bayaudio.com.au,Noosa Civic Cnt,RUNAWAY BAY,business,Hearing Products and Services,-26.4157,153.0499,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1098,Bay Audio - Hearing Experts,www.bayaudio.com.au,Shop 28 14-26 Lae Dr,SOUTHPORT,business,Hearing Products and Services,-27.913,153.388,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1099,Bay Audio - Hearing Experts,www.bayaudio.com.au,cnr Benowa/Ferry Rds,STRATHPINE,business,Hearing Products and Services,-27.9841,153.4112,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1100,Bay Audio - Hearing Experts,www.bayaudio.com.au,Westfield Shp Cnt,TOOWOOMBA,business,Hearing Products and Services,-27.3068,152.9934,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1101,Bay Audio - Hearing Experts,www.bayaudio.com.au,Clifford Gardens Shp Cnt,WYNNUM,business,Hearing Products and Services,-27.5649,151.9324,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1102,Bay Audio - Hearing Experts,www.bayaudio.com.au,Wynnum Plaza Shp Cnt,WYNNUM,business,Hearing Products and Services,-27.4572,153.1553,$200 off a pair of hearing aids and free hearing checks.,,,,,,
1103,Bay Blends,,56 Edith St,PIALBA,business,Cafes,-27.3258,153.0659,Bay Blends offers a 10% discount off the total bill to senior cardholders.,,,,,,
1104,Bay Central Tavern,www.baycentraltavern.com.au,155 Boat Harbour Dr,HERVEY BAY,business,"Clubs, Hotels and Taverns",-25.2883,152.8351,10% off bistro menu. Excludes seniors menu & other offers.,,,,,,
1105,Bay Ceramic Tiles,,"99 Islander Rd, Pialba",MOBILE BUSINESS,business,Tile Products and Services,-25.2856,152.8307,10% off all tiles. Excludes specials and features.,,,,,,
1106,BayMaids,http://baymaids.com.au,http://baymaids.com.au,LOTA,business,Cleaning Products and Services,-27.5659,153.2016,$25 Off any booking.,,,,,,
1107,Police-Citizens Youth Club,www.pcyc.org.au,Bayside PCYC - cnr Alexander/McDonald Sts,BIGGERA WATERS,business,Police and Citizens Youth Centres,-27.4669,153.1897,80% discount on adult membership rate.,,,,,,
1108,Bayview Beach Holiday Apartments,www.bayviewbeach.net,418 Marine Pde,TORQUAY,business,Accommodation,-27.9364,153.4068,10% off excluding school holidays.,,,,,,
1109,Bayview Veterinary Surgery,www.bayviewvets.com.au,U 1 9 Bideford St,REDLAND BAY,business,Veterinarians,-25.2858,152.8693,10% off products. Excludes services and prescriptions.,,,,,,
1110,Bayview Video Productions & Creative Imaging,www.bayviewvideo.com.au,37 Hayman St,REDLAND BAY,business,DVD and Video Production,-27.6269,153.2986,"10% off movie film,video,slides/photos to DVD,audio to CD.",,,,,,
1111,Bayview Video Productions & Creative Imaging,www.bayviewvideo.com.au,37 Hayman St,PIALBA,business,Photographic Products and Services,-27.6269,153.2986,"10% off photo restoration, digital imaging & photography.",,,,,,
1112,Baywide Security,www.baywidesecurity.com.au,Shop 13 102 Islander Rd,ASPLEY,business,Security Alarms and Monitoring,-25.2847,152.8305,10% discount on security alarms and systems.,,,,,,
1113,bb's cafe,www.bbscafe.com.au,Hypermarket Shp Cnt,BEENLEIGH,business,Cafes,-27.362,153.0141,"10% discount Monday to Friday. Excludes combos, bottled drinks and other offers.",,,,,,
1114,bb's cafe,www.bbscafe.com.au,Beenleigh Marketplace Shp Cnt,BILOELA,business,Cafes,-27.7161,153.2023,"10% discount Monday to Friday. Excludes combos, bottled drinks and other offers.",,,,,,
1115,bb's cafe,www.bbscafe.com.au,Biloela Shp World,KIPPA-RING,business,Cafes,-24.4032,150.5134,"10% discount Monday to Friday. Excludes combos, bottled drinks and other offers.",,,,,,
1116,bb's cafe,www.bbscafe.com.au,Peninsular Fair Shp Cnt,STAFFORD,business,Cafes,-27.2255,153.0883,"10% discount Monday to Friday. Excludes combos, bottled drinks and other offers.",,,,,,
1117,bb's cafe,www.bbscafe.com.au,Stafford City Shp Cnt,TOOWONG,business,Cafes,-27.4121,153.0124,"10% discount Monday to Friday. Excludes combos, bottled drinks and other offers.",,,,,,
1118,bb's cafe,www.bbscafe.com.au,Toowong Village Shp Cnt,BONGAREE,business,Cafes,-27.485,152.9925,"10% discount Monday to Friday. Excludes combos, bottled drinks and other offers.",,,,,,
1119,BC's Mowing & Garden Service,,112 Webster St,GYMPIE,business,Gardening and Mowing,-27.0838,153.1704,10% discount on all services.,,,,,,
1120,BDL Home Accessories Kresta Blinds,www.bdlhomeaccessories.com.au,3 Rocklea Dr,SUNRISE BEACH,business,Blinds and Awnings,-26.2132,152.6603,10% discount plus free fitting. Excludes sale items.,,,,,,
1121,Beach Breakers Resort,www.beachbreakers.com.au,75 David Low Way,MOOLOOLABA,business,Accommodation,-26.4186,153.1081,15% off tariff rate. Minimum 3 night stay. Excludes school holidays and special event weekends.,,,,,,
1122,Beachclub Resort,www.beachclub.com.au,87-97 First Ave,MAROOCHYDORE,business,Accommodation,-26.6805,153.1197,15% off stays of three days or more. Free bottle of wine.,,,,,,
1123,Beachfront Towers,www.beachfronttowers.com.au,4 Aerodrome Rd,HERVEY BAY,business,Accommodation,-26.6623,153.1043,10% discount on room tariffs.,,,,,,
1124,Golden Chain Motels,www.goldenchain.com.au,Beachside Motor Inn - 298 Esplanade,HELENSVALE,business,Accommodation,-25.2734,152.832,10% off tariffs listed in our Australian travel guide.,,,,,,
1125,Beacon Lighting,www.beaconlighting.com.au,Homeworld,MINYAMA,business,Lighting,-27.8877,153.3192,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1126,Beacon Lighting,www.beaconlighting.com.au,2 Eden St,NORTH IPSWICH,business,Lighting,-26.6996,153.1195,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1127,Beacon Lighting,www.beaconlighting.com.au,Ipswich Riverlink Shp Cnt,TOOWOOMBA,business,Lighting,-27.594,152.7609,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1128,Beacon Lighting,www.beaconlighting.com.au,910 Ruthven St,WEST BURLEIGH,business,Lighting,-27.5844,151.9487,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1129,Beacon Lighting,www.beaconlighting.com.au,180 Reedy Creek Rd,CAIRNS,business,Lighting,-28.0999,153.4204,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1130,Beacon Lighting,www.beaconlighting.com.au,331 Mulgrave Rd,CANNON HILL,business,Lighting,-16.9371,145.7513,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1131,Beacon Lighting,www.beaconlighting.com.au,Homemaker Cnt - 1881 Creek Rd,CAPALABA,business,Lighting,-27.4722,153.0976,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
1132,Beacon Lighting,www.beaconlighting.com.au,67 Redland Bay Rd,CARSELDINE,business,Lighting,-27.5269,153.1929,10% off recommended retail price excludes sale items. 1300 232 266 for locations.,,,,,,
